"ID","name","Binom_Genome_Fraction","Binom_Expected","Binom_Observed_Region_Hits","Binom_Fold_Enrichment","Binom_Region_Set_Coverage","Binom_Raw_PValue","Binom_Adjp_BH","Hyper_Total_Genes","Hyper_Expected","Hyper_Observed_Gene_Hits","Hyper_Fold_Enrichment","Hyper_Gene_Set_Coverage","Hyper_Term_Gene_Coverage","Hyper_Raw_PValue","Hyper_Adjp_BH","set"
"GO:0002501","peptide antigen assembly with MHC protein complex",7.511885e-06,0.3625461,4,11.03308,8.287922e-05,0.0005395272,0.00203117947886109,2,1.416125,2,1.412304,0.0001320219,1,0.501343,0.77104805756579,"all_mouse"
"GO:0046968","peptide antigen transport",5.640335e-06,0.2722195,3,11.02052,6.215942e-05,0.00274492,0.00891366975936492,1,0.7080626,1,1.412304,6.601096e-05,1,0.7080626,0.835455149990986,"all_mouse"
"GO:0098974","postsynaptic actin cytoskeleton organization",2.08133e-05,1.004512,11,10.95059,0.0002279179,1.050474e-08,8.60494659574468e-08,1,0.7080626,1,1.412304,6.601096e-05,1,0.7080626,0.835455149990986,"all_mouse"
"GO:0031938","regulation of chromatin silencing at telomere",1.71397e-05,0.8272133,9,10.8799,0.0001864783,2.379365e-07,1.60628611913357e-06,2,1.416125,2,1.412304,0.0001320219,1,0.501343,0.77104805756579,"all_mouse"
"GO:0006148","inosine catabolic process",5.719276e-06,0.2760294,3,10.86841,6.215942e-05,0.002853742,0.00920312460704607,1,0.7080626,1,1.412304,6.601096e-05,1,0.7080626,0.835455149990986,"all_mouse"
"GO:0006149","deoxyinosine catabolic process",5.719276e-06,0.2760294,3,10.86841,6.215942e-05,0.002853742,0.00920312460704607,1,0.7080626,1,1.412304,6.601096e-05,1,0.7080626,0.835455149990986,"all_mouse"
"GO:0006161","deoxyguanosine catabolic process",5.719276e-06,0.2760294,3,10.86841,6.215942e-05,0.002853742,0.00920312460704607,1,0.7080626,1,1.412304,6.601096e-05,1,0.7080626,0.835455149990986,"all_mouse"
"GO:0046115","guanosine catabolic process",5.719276e-06,0.2760294,3,10.86841,6.215942e-05,0.002853742,0.00920312460704607,1,0.7080626,1,1.412304,6.601096e-05,1,0.7080626,0.835455149990986,"all_mouse"
"GO:0018057","peptidyl-lysine oxidation",7.685632e-06,0.3709316,4,10.78366,8.287922e-05,0.0005872992,0.00218650356313993,1,0.7080626,1,1.412304,6.601096e-05,1,0.7080626,0.835455149990986,"all_mouse"
"GO:1905590","fibronectin fibril organization",7.685632e-06,0.3709316,4,10.78366,8.287922e-05,0.0005872992,0.00218650356313993,1,0.7080626,1,1.412304,6.601096e-05,1,0.7080626,0.835455149990986,"all_mouse"
"GO:0019470","4-hydroxyproline catabolic process",3.856413e-06,0.1861221,2,10.74564,4.143961e-05,0.01531413,0.04196678113879,1,0.7080626,1,1.412304,6.601096e-05,1,0.7080626,0.835455149990986,"all_mouse"
"GO:0033609","oxalate metabolic process",3.856413e-06,0.1861221,2,10.74564,4.143961e-05,0.01531413,0.04196678113879,1,0.7080626,1,1.412304,6.601096e-05,1,0.7080626,0.835455149990986,"all_mouse"
